"ID","SALE.TYPE","SOLD.DATE","PROPERTY.TYPE","CITY","STATE","ZIP","BEDS","BATHS","LOCATION","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","DAYS.ON.MARKET","X..SQUARE.FEET","HOA.MONTH","STATUS","NEXT.OPEN.HOUSE.START.TIME","NEXT.OPEN.HOUSE.END.TIME","SOURCE","FAVORITE","INTERESTED","LATITUDE","LONGITUDE","TARGET"
141,"New Construction Home",NA,"Single Family Residential","Orlando","FL","32824",4,3,"Sawgrass Manor",2261,NA,2017,277,144,NA,"Active","","","NewHomeSource.com","N","Y","28.4"," -81.3","TRUE"
142,"MLS Listing",NA,"Condo/Co-op","Jacksonville","FL","32257",3,3,"Solano Grove Condo",1765,NA,1973,196,88,NA,"Active","","","NEFLMLS","N","Y","30.2"," -81.6","FALSE"
143,"MLS Listing",NA,"Single Family Residential","Miami","FL","33167",4,2,"Silver Blue Lake Estates",1676,15000,1959,5,214,NA,"Active","","","MARMLS","N","Y","25.9"," -80.2","TRUE"
144,"MLS Listing",NA,"Single Family Residential","Ponte Vedra Beach","FL","32081",4,2.5,"Cypress Trails",2450,NA,2016,1,149,30,"Active","","","NEFLMLS","N","Y","30.1"," -81.5","TRUE"
145,"MLS Listing",NA,"Single Family Residential","Baltimore","MD","21212",4,2,"Old Homeland",1450,19279,1886,41,207,NA,"Active","","","MRIS","N","Y","39.4"," -76.6","FALSE"
146,"MLS Listing",NA,"Single Family Residential","Fullerton","CA","92835",4,3.5,"83 - Fullerton",3600,21526,1960,63,597,NA,"Active","","","CRMLS","N","Y","33.9","-117.9","TRUE"
147,"MLS Listing",NA,"Single Family Residential","Newport Beach","CA","92663",7,4.75,"N8 - West Newport - Lido",3000,2971,1955,231,1065,NA,"Active","","","CRMLS","N","Y","33.6","-118.0","TRUE"
148,"MLS Listing",NA,"Townhouse","Orlando","FL","32806",3,3.5,"Orlando",1957,500,2017,110,205,266,"Active","","","MFRMLS","N","Y","28.5"," -81.4","TRUE"
149,"MLS Listing",NA,"Single Family Residential","Seal Beach","CA","90740",3,2,"1A - Seal Beach",1198,6000,1957,21,859,NA,"Active","","","CRMLS","N","Y","33.7","-118.1","TRUE"
150,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33129",3,2,"Cassa Brickell",1392,NA,2016,170,711,904,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
151,"MLS Listing",NA,"Condo/Co-op","Flushing","NY","11355",1,1,"N/A",459,NA,2018,55,1059,180,"Active","","","MLSLI","N","Y","40.8"," -73.8","TRUE"
152,"MLS Listing",NA,"Single Family Residential","Raleigh","NC","27615",4,5,"Madison Park",4272,10454,2006,292,229,75,"Active","","","TMLS","N","Y","35.9"," -78.6","TRUE"
153,"MLS Listing",NA,"Multi-Family (2-4 Unit)","Glendale","NY","11385",6,2.5,"Glendale",3686,1853,1910,33,380,NA,"Active","","","MLSLI","N","Y","40.7"," -73.9","TRUE"
154,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33130",1,1.5,"Latitude On The Rive",899,NA,2007,133,330,637,"Active","","","MARMLS","N","Y","25.8"," -80.2","FALSE"
155,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33133",3,3,"Rice 3333 Condo",1644,NA,2006,254,425,467,"Active","","","MARMLS","N","Y","25.7"," -80.2","TRUE"
156,"MLS Listing",NA,"Condo/Co-op","New York","NY","10065",0,1,"Beekman Townhouse",528,NA,1959,27,1117,609,"Active","","","MLSLI","N","Y","40.8"," -74.0","TRUE"
157,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32225",4,3,"St Johns Landing Estates",2875,NA,2003,119,143,117,"Active","","","NEFLMLS","N","Y","30.4"," -81.5","TRUE"
158,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33132",1,1.5,"Venetia Condo",800,NA,1980,547,249,679,"Active","","","MARMLS","N","Y","25.8"," -80.2","FALSE"
159,"MLS Listing",NA,"Multi-Family (5+ Unit)","Bronx","NY","10451",0,NA,"Bronx",3785,2500,1925,83,420,NA,"Active","","","HGMLS","N","Y","40.8"," -73.9","TRUE"
160,"MLS Listing",NA,"Single Family Residential","Durham","NC","27712",4,5,"Treyburn",5857,94307,1989,264,149,46,"Active","March-10-2018 02:00 PM","March-10-2018 04:00 PM","TMLS","N","Y","36.1"," -78.9","TRUE"
161,"MLS Listing",NA,"Multi-Family (2-4 Unit)","Brooklyn","NY","11215",NA,NA,"Park Slope",NA,NA,NA,6,NA,NA,"Active","","","REBNY","N","Y","40.7"," -74.0","TRUE"
162,"MLS Listing",NA,"Single Family Residential","Durham","NC","27712",4,3,"Northern Way",2395,21823,2018,40,150,67,"Active","","","TMLS","N","Y","36.1"," -78.9","TRUE"
163,"MLS Listing",NA,"Single Family Residential","Malba","NY","11357",4,3.5,"Malba",2518,7638,1930,90,527,NA,"Active","","","MLSLI","N","Y","40.8"," -73.8","TRUE"
164,"MLS Listing",NA,"Multi-Family (2-4 Unit)","Bronx","NY","10473",8,4,"Bronx",NA,2925,1975,44,NA,NA,"Active","","","MLSLI","N","Y","40.8"," -73.9","TRUE"
165,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33132",2,2,"Viscayne North",1203,NA,2008,203,661,871,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
166,"MLS Listing",NA,"Vacant Land","Orlando","FL","32819",0,NA,"Orlando",NA,12933,NA,86,NA,177,"Active","","","MFRMLS","N","Y","28.5"," -81.5","TRUE"
167,"MLS Listing",NA,"Single Family Residential","San Juan Capistrano","CA","92675",5,4.5,"OR - Ortega/Orange County",6176,46914,1989,281,372,330,"Active","","","CRMLS","N","Y","33.5","-117.6","TRUE"
168,"MLS Listing",NA,"Condo/Co-op","Baltimore","MD","21210",1,1,"Tuscany Canterbury",702,NA,1927,161,157,422,"Active","","","MRIS","N","Y","39.3"," -76.6","FALSE"
169,"MLS Listing",NA,"Condo/Co-op","Forest Hills","NY","11375",2,2,"Forest Royale Condo",1271,NA,1952,61,755,811,"Active","","","MLSLI","N","Y","40.7"," -73.8","TRUE"
170,"MLS Listing",NA,"Multi-Family (2-4 Unit)","Miami","FL","33161",20,24,"Jaffe Sub",2797,NA,1955,257,188,NA,"Active","","","MARMLS","N","Y","25.9"," -80.2","TRUE"
171,"MLS Listing",NA,"Single Family Residential","San Juan Capistrano","CA","92675",5,7,"DO - Del Obispo",12455,56628,1984,100,642,180,"Active","March-10-2018 01:00 PM","March-10-2018 04:00 PM","CRMLS","N","Y","33.5","-117.7","TRUE"
172,"MLS Listing",NA,"Vacant Land","Baltimore","MD","21224",NA,NA,"Broening Manor",NA,20212,NA,420,NA,NA,"Active","","","MRIS","N","Y","39.3"," -76.5","FALSE"
173,"MLS Listing",NA,"Single Family Residential","Staten Island","NY","10302",3,2,"Westerleigh",1193,5000,1920,8,570,NA,"Active","","","SIBORMLS","N","Y","40.6"," -74.1","TRUE"
174,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",2,3,"Echo Brickell",1798,NA,2017,70,1780,1742,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
175,"MLS Listing",NA,"Single Family Residential","Miami","FL","33139",6,6,"Biscayne Isl",4400,11250,1957,198,1580,NA,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
176,"MLS Listing",NA,"Condo/Co-op","Kew Garden Hills","NY","11367",3,1,"Q . Gardens",NA,NA,1950,8,NA,NA,"Active","","","MLSLI","N","Y","40.7"," -73.8","TRUE"
177,"MLS Listing",NA,"Vacant Land","Jacksonville","FL","32257",NA,NA,"Bluffs On Plummers Cove",NA,NA,NA,440,NA,1200,"Active","","","NEFLMLS","N","Y","30.2"," -81.6","TRUE"
178,"MLS Listing",NA,"Condo/Co-op","Laguna Woods","CA","92637",2,2,"LW - Laguna Woods",1009,10000,1969,21,292,632,"Active","","","CRMLS","N","Y","33.6","-117.7","FALSE"
179,"MLS Listing",NA,"Multi-Family (2-4 Unit)","Bronx","NY","10460",4,3,"Bronx",1762,2491,1910,33,128,NA,"Active","","","HGMLS","N","Y","40.8"," -73.9","FALSE"
180,"MLS Listing",NA,"Condo/Co-op","Forest Hills","NY","11375",3,3,"Birchwood Towers Kyoto",1600,NA,1964,56,610,NA,"Active","","","MLSLI","N","Y","40.7"," -73.9","TRUE"
181,"MLS Listing",NA,"Single Family Residential","Baltimore","MD","21215",5,3,"Baltimore City",1885,6342,1925,132,135,NA,"Active","","","MRIS","N","Y","39.3"," -76.7","FALSE"
182,"MLS Listing",NA,"Vacant Land","Miami","FL","33137",NA,NA,"Edgewater Downtown",NA,6300,NA,315,NA,NA,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
183,"MLS Listing",NA,"Single Family Residential","Chesterfield","VA","23234",2,2,"",2080,43560,2012,14,163,NA,"Active",NA,NA,"CVRMLS","N","Y","37.5"," -77.5","TRUE"
184,"MLS Listing",NA,"Condo/Co-op","Coral Gables","FL","33134",1,1.5,"55 Merrick Condo",781,NA,2008,30,403,529,"Active","","","MARMLS","N","Y","25.8"," -80.3","TRUE"
185,"MLS Listing",NA,"Condo/Co-op","Newport Beach","CA","92663",3,2,"N6 - Newport Heights",1625,NA,1971,105,602,462,"Active","","","CRMLS","N","Y","33.6","-117.9","TRUE"
186,"MLS Listing",NA,"Condo/Co-op","Flushing","NY","11355",2,2,"Red Maple Condo",NA,NA,2016,42,NA,176,"Active","","","MLSLI","N","Y","40.8"," -73.8","TRUE"
187,"MLS Listing",NA,"Single Family Residential","Miami Shores","FL","33138",3,2,"Griffings Bisc Heights",1421,6250,1951,126,408,NA,"Active","","","MARMLS","N","Y","25.9"," -80.2","TRUE"
188,"MLS Listing",NA,"Single Family Residential","Orange","CA","92869",5,4.5,"75 - Orange, Orange Park Acres E of 55",4822,22534,2001,34,363,350,"Active","","","CRMLS","N","Y","33.8","-117.8","TRUE"
189,"MLS Listing",NA,"Townhouse","Baltimore","MD","21215",5,3.5,"Bancroft Village",1140,2352,2009,112,262,84,"Active","","","MRIS","N","Y","39.4"," -76.7","FALSE"
190,"MLS Listing",NA,"Townhouse","Baltimore","MD","21213",4,3.5,"Oliver",NA,NA,1905,82,NA,NA,"Active","","","MRIS","N","Y","39.3"," -76.6","FALSE"
191,"MLS Listing",NA,"Condo/Co-op","Little Neck","NY","11362",3,1,"Deepdale Gardens",960,NA,1950,9,321,NA,"Active","","","MLSLI","N","Y","40.8"," -73.7","TRUE"
192,"MLS Listing",NA,"Single Family Residential","Newport Beach","CA","92660",5,3.75,"NV - East Bluff - Harbor View",3844,11875,1971,5,925,293,"Active","","","CRMLS","N","Y","33.6","-117.9","TRUE"
193,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",1,1,"Jade Residences",895,NA,2004,65,468,734,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
194,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33172",2,1.5,"The Greens Condo",900,NA,1972,77,217,219,"Active","","","MARMLS","N","Y","25.8"," -80.3","FALSE"
195,"MLS Listing",NA,"Multi-Family (5+ Unit)","Anaheim","CA","92802",10,8,"79 - Anaheim West of Harbor",5276,7840,1959,168,379,NA,"Active","","","CRMLS","N","Y","33.8","-117.9","TRUE"
196,"New Construction Plan",NA,"Single Family Residential","Fairfax","VA","22032",4,2,"Burke Junction",2687,NA,NA,NA,335,NA,"Active","","","NewHomeSource.com","N","Y","38.8"," -77.3","TRUE"
197,"MLS Listing",NA,"Townhouse","Miami","FL","33126",3,2.5,"Chateaubleau Villas At Mi",1550,NA,1996,40,146,NA,"Active","","","MARMLS","N","Y","25.8"," -80.3","FALSE"
198,"MLS Listing",NA,"Condo/Co-op","Bronx","NY","10462",2,1,"Bronx",975,NA,1930,34,142,NA,"Active","","","HGMLS","N","Y","40.9"," -73.9","FALSE"
199,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33137",2,2,"Platinum",1380,NA,2007,21,336,800,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
200,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32808",3,2,"Orlando",1485,7514,1960,8,118,NA,"Active","","","MFRMLS","N","Y","28.6"," -81.5","FALSE"
201,"New Construction Plan",NA,"Single Family Residential","Cary","NC","27519",4,3.5,"Southerlyn",3199,NA,NA,NA,163,NA,"Active","","","DR Horton","N","Y","35.8"," -78.9","TRUE"
202,"MLS Listing",NA,"Single Family Residential","Huntington Beach","CA","92648",4,3,"15 - West Huntington Beach",3040,6386,1969,6,493,NA,"Active","","","CRMLS","N","Y","33.7","-118.0","TRUE"
203,"MLS Listing",NA,"Single Family Residential","Baltimore","MD","21206",3,1,"Dalewood",1480,7475,1955,6,118,NA,"Active","","","MRIS","N","Y","39.4"," -76.5","FALSE"
204,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32836",3,2,"Orlando",1855,10062,1981,288,161,10,"Active","","","MFRMLS","N","Y","28.4"," -81.5","FALSE"
205,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32250",4,4,"Isle Of Palms",3136,NA,2017,40,399,NA,"Active","","","NEFLMLS","N","Y","30.3"," -81.4","TRUE"
206,"MLS Listing",NA,"Single Family Residential","Staten Island","NY","10312",3,2,"Annandale",2068,4880,1985,15,399,NA,"Active","","","SIBORMLS","N","Y","40.6"," -74.2","TRUE"
207,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30342",4,4.5,"Chastain East",3472,NA,2017,172,321,291,"Active","","","GAMLS","N","Y","33.9"," -84.4","TRUE"
208,"MLS Listing",NA,"Condo/Co-op","Atlanta","GA","30312-1377",2,2.5,"Highland City View",1478,NA,2000,62,203,31,"Active","","","GAMLS","N","Y","33.8"," -84.4","FALSE"
209,"MLS Listing",NA,"Single Family Residential","Raleigh","NC","27610",3,1,"Wake",960,199069,1982,168,365,NA,"Active","","","TMLS","N","Y","35.7"," -78.6","TRUE"
210,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32246",3,2,"Arlington Green",1044,NA,1971,22,127,NA,"Active","","","NEFLMLS","N","Y","30.3"," -81.5","FALSE"
211,"MLS Listing",NA,"Single Family Residential","Miami","FL","33133",4,3.5,"South Grove",3386,11632,1967,56,473,NA,"Active","","","MARMLS","N","Y","25.7"," -80.3","TRUE"
212,"MLS Listing",NA,"Condo/Co-op","Jacksonville","FL","32207",3,2,"Old San Jose",1967,NA,2013,202,226,232,"Active","","","NEFLMLS","N","Y","30.3"," -81.6","TRUE"
213,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",1,1,"Centro Building",654,NA,2016,194,443,344,"Active","","","MARMLS","N","Y","25.8"," -80.2","FALSE"
214,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33145",3,2,"Shamrock",1241,NA,2004,30,230,NA,"Active","","","MARMLS","N","Y","25.7"," -80.2","FALSE"
215,"MLS Listing",NA,"Single Family Residential","Orange","CA","92866",3,2,"OTO - Old Towne Orange",1600,7020,1946,35,472,NA,"Active","","","CRMLS","N","Y","33.8","-117.8","TRUE"
216,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33132",1,1,"Opera Tower Condo",825,NA,2008,520,459,NA,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
217,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33129",2,2,"Nordica Condominium",1061,NA,2007,96,424,755,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
218,"MLS Listing",NA,"Single Family Residential","Raleigh","NC","27617",3,3,"Woodlawn",1957,7405,1998,3,158,35,"Active","","","TMLS","N","Y","35.9"," -78.7","TRUE"
219,"MLS Listing",NA,"Vacant Land","Chapel Hill","NC","27517",NA,NA,"Saddle Ridge",NA,13939,NA,1758,NA,183,"Active","","","TMLS","N","Y","35.9"," -79.0","FALSE"
220,"MLS Listing",NA,"Vacant Land","Baltimore","MD","21224",NA,NA,"St. Helena",NA,130680,NA,140,NA,NA,"Active","","","MRIS","N","Y","39.3"," -76.5","TRUE"
221,"For-Sale-by-Owner Listing",NA,"Townhouse","Atlanta","GA","30324",3,2.5,"Atlanta",2100,1799,1974,34,140,395,"Active","","","Fizber.com","N","Y","33.8"," -84.3","FALSE"
222,"MLS Listing",NA,"Vacant Land","Atlanta","GA","30327",NA,NA,"",NA,56628,NA,512,NA,NA,"Active","","","FMLS","N","Y","33.9"," -84.4","TRUE"
223,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30342",5,3,"Wieuca Hills",NA,10010,2015,173,NA,NA,"Active","","","FMLS","N","Y","33.9"," -84.4","TRUE"
224,"MLS Listing",NA,"Single Family Residential","Raleigh","NC","27610-5781",4,3,"Summer Place",2113,7405,2002,2,96,NA,"Active","","","TMLS","N","Y","35.8"," -78.5","FALSE"
225,"MLS Listing",NA,"Single Family Residential","Garden Grove","CA","92844",3,1.75,"65 - N of Blsa, S of GGrv, E of Bch, W of Brookhrs",1614,8052,1954,7,387,NA,"Active","","","CRMLS","N","Y","33.8","-118.0","TRUE"
226,"New Construction Home",NA,"Single Family Residential","Jacksonville","FL","32224",3,2.5,"Coastal Cove",1985,NA,2017,139,173,NA,"Active","","","DR Horton","N","Y","30.3"," -81.6","TRUE"
227,"MLS Listing",NA,"Condo/Co-op","Irvine","CA","92603",2,2.5,"TR - Turtle Rock",1760,1000,1977,12,526,561,"Active","","","CRMLS","N","Y","33.6","-117.8","TRUE"
228,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33132",2,2.5,"Quantum On The Bay",1084,NA,2008,672,457,900,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
229,"MLS Listing",NA,"Condo/Co-op","Orlando","FL","32801",2,2,"Orlando",1541,57259,2007,21,315,659,"Active","","","MFRMLS","N","Y","28.5"," -81.4","TRUE"
230,"MLS Listing",NA,"Single Family Residential","Durham","NC","27712",4,3,"Valley Springs",3027,17946,2018,81,161,48,"Active","","","TMLS","N","Y","36.1"," -79.0","TRUE"
231,"MLS Listing",NA,"Single Family Residential","Miami","FL","33187",2,1,"",1070,84506,1976,64,836,NA,"Active","","","MARMLS","N","Y","25.6"," -80.5","TRUE"
232,"MLS Listing",NA,"Single Family Residential","Apex","NC","27539",4,4,"Jamison Park",3278,22215,2001,13,153,53,"Active","","","TMLS","N","Y","35.7"," -78.8","TRUE"
233,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32808",3,1.5,"Orlando",1528,11370,1959,41,105,NA,"Active","","","MFRMLS","N","Y","28.6"," -81.4","FALSE"
234,"MLS Listing",NA,"Single Family Residential","Jacksonville","FL","32224",5,4,"Pablo Creek Reserve",3985,NA,2013,209,238,275,"Active","","","NEFLMLS","N","Y","30.3"," -81.4","TRUE"
235,"MLS Listing",NA,"Condo/Co-op","Brooklyn","NY","11209",1,2,"Brooklyn",750,NA,1984,5,640,NA,"Active","","","BNYMLS","N","Y","40.6"," -74.0","TRUE"
236,"MLS Listing",NA,"Vacant Land","Orlando","FL","32824",0,NA,"Orlando",NA,62291,NA,382,NA,NA,"Active","","","MFRMLS","N","Y","28.3"," -81.3","TRUE"
237,"MLS Listing",NA,"Condo/Co-op","Rancho Santa Margarita","CA","92688",3,2,"R1 - Rancho Santa Margarita North",1130,1000,1993,167,434,324,"Active","","","CRMLS","N","Y","33.6","-117.6","TRUE"
238,"MLS Listing",NA,"Single Family Residential","Coto de Caza","CA","92679",5,5.5,"CC - Coto De Caza",5507,87120,1996,19,635,225,"Active","","","CRMLS","N","Y","33.6","-117.6","TRUE"
239,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32822",3,2,"Orlando",1673,9002,1957,28,119,NA,"Active","","","MFRMLS","N","Y","28.5"," -81.3","FALSE"
240,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33109",1,1,"Marina Village 2",517,NA,1988,202,919,183,"Active","","","MARMLS","N","Y","25.8"," -80.1","TRUE"
241,"MLS Listing",NA,"Single Family Residential","Orange","CA","92866",3,1.75,"72 - Orange & Garden Grove, E of Harbor, N of 22 F",2784,8580,1947,34,383,NA,"Active","","","CRMLS","N","Y","33.8","-117.8","TRUE"
242,"MLS Listing",NA,"Townhouse","Fullerton","CA","92833",2,2.5,"83 - Fullerton",1240,NA,1980,40,341,396,"Active","","","CRMLS","N","Y","33.9","-118.0","TRUE"
243,"MLS Listing",NA,"Single Family Residential","Newport Beach","CA","92663",3,2,"N8 - West Newport - Lido",1608,6545,1950,811,2021,135,"Active","","","CRMLS","N","Y","33.6","-117.9","TRUE"
244,"MLS Listing",NA,"Single Family Residential","Brooklyn","NY","11229",4,2,"Marine Park",1374,3350,1920,26,604,NA,"Active","","","MLSLI","N","Y","40.6"," -73.9","TRUE"
245,"MLS Listing",NA,"Vacant Land","Chapel Hill","NC","27517",NA,NA,"The Estates",NA,47480,NA,1652,NA,167,"Active","","","TMLS","N","Y","35.8"," -79.1","FALSE"
246,"MLS Listing",NA,"Townhouse","Jacksonville","FL","32225",3,2.5,"Queens Harbour",2461,NA,2013,77,199,188,"Active","","","NEFLMLS","N","Y","30.3"," -81.5","TRUE"
247,"MLS Listing",NA,"Single Family Residential","Villa Park","CA","92861",3,3.25,"73 - Villa Park",3543,20600,1971,33,423,NA,"Active","","","CRMLS","N","Y","33.8","-117.8","TRUE"
248,"MLS Listing",NA,"Single Family Residential","Raleigh","NC","27602",4,3,"Wake",2841,11761,2018,1,211,NA,"Active","","","TMLS","N","Y","35.8"," -78.7","TRUE"
249,"MLS Listing",NA,"Condo/Co-op","Miami","FL","33131",1,1,"The Bond At Brickell",748,NA,2016,110,588,604,"Active","","","MARMLS","N","Y","25.8"," -80.2","TRUE"
250,"MLS Listing",NA,"Single Family Residential","Little Neck","NY","11362",3,2.5,"North Hills Estate",NA,5000,2015,29,NA,NA,"Active","","","MLSLI","N","Y","40.8"," -73.7","TRUE"
251,"MLS Listing",NA,"Townhouse","BALTIMORE","MD","21205",3,1,"BALTIMORE",NA,871,1920,6,NA,NA,"Active","","","BRIGHT MLS","N","Y","39.3"," -76.6","FALSE"
252,"MLS Listing",NA,"Single Family Residential","Mission Viejo","CA","92692",3,2,"MC - Mission Viejo Central",1472,3700,1976,58,421,369,"Active","","","CRMLS","N","Y","33.6","-117.6","TRUE"
253,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30305-1121",4,3.5,"Buckhead",3886,9801,2002,15,280,NA,"Active","","","GAMLS","N","Y","33.9"," -84.4","TRUE"
254,"MLS Listing",NA,"Single Family Residential","Miami","FL","33145",3,2,"East Shenandoah",2228,11250,1948,30,314,NA,"Active","","","MARMLS","N","Y","25.7"," -80.2","TRUE"
255,"MLS Listing",NA,"Condo/Co-op","Irvine","CA","92604",2,2.5,"WB - Woodbridge",1670,NA,1977,5,671,501,"Active","","","CRMLS","N","Y","33.7","-117.8","TRUE"
256,"MLS Listing",NA,"Single Family Residential","Midwood","NY","11230",3,3,"Midwood",NA,3615,1925,78,NA,NA,"Active","","","MLSLI","N","Y","40.6"," -74.0","TRUE"
257,"MLS Listing",NA,"Single Family Residential","Atlanta","GA","30315",3,2,"Lakewood",NA,10018,1950,6,NA,NA,"Active","","","GAMLS","N","Y","33.7"," -84.4","FALSE"
258,"MLS Listing",NA,"Townhouse","Baltimore","MD","21224",3,3,"Canton",1984,NA,2003,264,209,NA,"Active","","","MRIS","N","Y","39.3"," -76.6","TRUE"
259,"New Construction Plan",NA,"Single Family Residential","Atlanta","GA","30331",4,2.5,"Cambridge Meadows",2200,NA,NA,NA,104,NA,"Active","","","NewHomeSource.com","N","Y","33.7"," -84.6","FALSE"
260,"MLS Listing",NA,"Single Family Residential","Orlando","FL","32817",4,2.5,"Orlando",1862,7266,1996,39,150,41,"Active","","","MFRMLS","N","Y","28.6"," -81.2","FALSE"
261,"MLS Listing",NA,"Single Family Residential","Laguna Beach","CA","92651",5,3.5,"LV - Laguna Village",3050,7500,1929,44,1069,NA,"Active","March-11-2018 03:00 PM","March-11-2018 05:00 PM","CRMLS","N","Y","33.5","-117.8","TRUE"
262,"MLS Listing",NA,"Multi-Family (2-4 Unit)","Brooklyn","NY","11208",5,2,"Brooklyn",1334,1431,1901,51,472,NA,"Active","","","MLSLI","N","Y","40.7"," -73.9","TRUE"
263,"MLS Listing",NA,"Single Family Residential","Staten Island","NY","10304",6,4,"Ward Hill",3528,7475,1869,42,266,NA,"Active","","","SIBORMLS","N","Y","40.6"," -74.1","TRUE"
264,"MLS Listing",NA,"Condo/Co-op","Huntington Beach","CA","92649",1,1,"15 - West Huntington Beach",1131,1131,1965,16,774,414,"Active","","","CRMLS","N","Y","33.7","-118.1","TRUE"
265,"MLS Listing",NA,"Vacant Land","Jacksonville","FL","32226",NA,NA,"Arrendondo Grant",NA,NA,NA,244,NA,NA,"Active","","","NEFLMLS","N","Y","30.5"," -81.6","FALSE"
